"Statistic Name","Statistic Type","Database Data Type","Database Category","Database Identifier","Rep 1","Rep 2","Rep 3","Rep 4","Rep 5","Rep 6","Rep 7","Rep 8","Rep 9","Rep 10","Rep 11","Rep 12","Rep 13","Rep 14","Rep 15","Rep 16","Rep 17","Rep 18","Rep 19","Rep 20","Rep 21","Rep 22","Rep 23","Rep 24","Rep 25","Rep 26","Rep 27","Rep 28","Rep 29","Rep 30"
"L6_R_Vacuo Extra_CapacitoresProduzidos","COUNTER VALUE","None","User Specified","None",17415,17745,17745,17415,17010,17415,16470,17415,17745,17010,17745,17745,17415,17745,16680,17415,16800,16470,112185,17625,17745,17415,16680,118920,17415,14175,17415,16680,17745,17415
"L7_CapacitoresProduzidos","COUNTER VALUE","None","User Specified","None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L7_NumeroOrdensFinalizadas","COUNTER VALUE","None","User Specified","None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L7_R_BPM 14 Extra_CapacitoresProduzidos","COUNTER VALUE","None","User Specified","None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L7_R_BPM 14 Extra_Setups","COUNTER VALUE","None","User Specified","None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L7_R_BPM 17_CapacitoresProduzidos","COUNTER VALUE","None","User Specified","None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L7_R_BPM 17_Setups","COUNTER VALUE","None","User Specified","None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L7_R_BPM 18_CapacitoresProduzidos","COUNTER VALUE","None","User Specified","None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L7_R_BPM 18_Setups","COUNTER VALUE","None","User Specified","None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L7_R_Dosagem 07_CapacitoresProduzidos","COUNTER VALUE","None","User Specified","None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L7_R_Dosagem 07_Setups","COUNTER VALUE","None","User Specified","None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L7_R_Dosagem Extra_CapacitoresProduzidos","COUNTER VALUE","None","User Specified","None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L7_R_Dosagem Extra_Setups","COUNTER VALUE","None","User Specified","None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L7_R_Montagem Final 07_CapacitoresProduzidos","COUNTER VALUE","None","User Specified","None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L7_R_Montagem Final 07_Setups","COUNTER VALUE","None","User Specified","None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L7_R_Vacuo 07_CapacitoresProduzidos","COUNTER VALUE","None","User Specified","None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L7_R_Vacuo Extra_CapacitoresProduzidos","COUNTER VALUE","None","User Specified","None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPM 01.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","BPM 01",585,583,603,609,585,600,578,575,578,558,594,585,592,602,568,592,583,610,596,593,620,597,588,597,591,595,573,593,580,572
"BPM 01.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","BPM 01",0.57120454436571,0.56707911996543,0.58259687351176,0.588818575208106,0.572434395391519,0.57498252831281,0.555935940161078,0.556403120018534,0.560971573073793,0.542544990953762,0.572032672923393,0.569449216473787,0.575127721267107,0.578753260181796,0.548234087400572,0.574739847123925,0.567090131077766,0.591849230964422,0.574752930974548,0.574519785290077,0.600773501533578,0.573131741317705,0.567604070906586,0.581264055188731,0.572191128795352,0.57645526977385,0.557947136082813,0.57374419103393,0.559246328581632,0.562937283799265
"BPM 02.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","BPM 02",782,733,741,768,800,710,715,740,770,777,747,796,747,755,787,744,782,753,761,754,758,792,758,733,748,750,774,741,764,801
"BPM 02.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","BPM 02",0.583886055256333,0.544313751233413,0.556633882889397,0.570851697931784,0.591444984649834,0.533702393820724,0.533262600315319,0.54814441375812,0.578550017912637,0.582038943487468,0.557279997331886,0.594186492305039,0.556640180180004,0.561821534623064,0.587506804578738,0.55638664480008,0.576236182099715,0.562383398237078,0.562339992639467,0.557941239293888,0.56409121736313,0.592605391775017,0.561718218873699,0.542584844191626,0.556230740066197,0.555455943867655,0.576970556700112,0.5520786840655,0.571775093097732,0.59400102571379
"BPM 04 Extra.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","BPM 04 Extra",683,653,677,673,673,665,641,651,670,678,647,671,666,666,652,653,671,683,652,663,677,655,639,650,656,669,663,659,674,670
"BPM 04 Extra.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","BPM 04 Extra",0.542523139882219,0.522749088003425,0.54259468111631,0.544897226475667,0.541668222023418,0.531455936010542,0.516664244325172,0.524593492956199,0.533805751252406,0.538211587763257,0.523897382996328,0.536294657428388,0.533280414305089,0.542994222545157,0.526754896319641,0.520592801921019,0.548332545024485,0.547040807551649,0.530494817351756,0.535581006493805,0.544415539574667,0.525151902812173,0.517544597689714,0.523369160996493,0.529364753626696,0.543256945796717,0.529303344051252,0.528611083080921,0.542336218641492,0.534393215384957
"BPM 06.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","BPM 06",718,724,643,724,633,690,642,639,722,652,718,561,634,644,718,644,725,721,729,699,641,712,647,647,651,714,704,727,705,720
"BPM 06.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","BPM 06",0.633240075421963,0.642258048448837,0.606539627700271,0.640406119804479,0.522572641643703,0.631715873498566,0.60672583120838,0.531296864804182,0.635645703260153,0.620873960867399,0.629686484339284,0.50703740878585,0.59980369182422,0.612288363511412,0.628403885381773,0.612398963578731,0.643128180283072,0.640201605901584,0.648767860925203,0.645053379835215,0.537200053063747,0.631577527521457,0.610678471971118,0.546297379361743,0.620265480418116,0.631819054679067,0.651648222756484,0.646726497716886,0.651703949913105,0.640602688670701
"BPM 07.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","BPM 07",559,536,542,541,566,542,543,542,567,564,553,568,548,531,562,534,572,545,533,545,552,579,583,530,540,546,565,524,559,575
"BPM 07.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","BPM 07",0.567675878948345,0.541308678532757,0.549081101468503,0.54597391994609,0.572091727770338,0.548270227018453,0.548136225712807,0.54749136610432,0.572352583551105,0.569669600339035,0.560634435830287,0.572106794673588,0.553478343944664,0.538772985769891,0.568459589311117,0.539848946531347,0.579963980546962,0.550241926658483,0.534917623288733,0.551089510792197,0.557095690233486,0.586210222263311,0.588599044431973,0.537882933319673,0.546961645707698,0.549971293471948,0.568905786849062,0.532304081668184,0.564080535938849,0.581920350363951
"BPM 08.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","BPM 08",751,802,775,815,735,809,787,783,739,730,818,748,799,802,751,790,758,799,784,799,809,740,760,777,777,806,745,789,722,754
"BPM 08.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","BPM 08",0.582619658987161,0.623515563704021,0.600317635375932,0.632243946509982,0.573709420587162,0.627849165105033,0.610337094454109,0.607614259564474,0.574943814074586,0.56713125306641,0.635927555137155,0.582115081467563,0.621646448463105,0.619470206856363,0.585461377627164,0.61377145027897,0.5877820725503,0.620036873069434,0.60975474596333,0.621372360264385,0.626078638304606,0.576017022069968,0.593022517168173,0.603446537136664,0.604415664020352,0.625598935449197,0.580429080411831,0.613733718620825,0.560793467843517,0.587501972833777
"BPM 09.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","BPM 09",484,493,571,483,576,458,580,575,525,499,578,583,567,568,575,494,573,573,490,470,563,485,495,535,493,483,475,493,468,484
"BPM 09.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","BPM 09",0.681008897357774,0.683747338716332,0.797652654217719,0.668223426362008,0.797661428176791,0.645477223827726,0.808438200519673,0.794394817918971,0.730359500397929,0.707783838640163,0.795841349083153,0.813939854418353,0.797822044755063,0.796610209261692,0.792775388465022,0.699092726119022,0.795085315353101,0.795458471024489,0.683620896817189,0.655194023179745,0.781892765213146,0.674243520898237,0.699971522365838,0.748218382026182,0.698844751052514,0.672055208225319,0.66635650440776,0.685188859036253,0.658929640590405,0.673217898776645
"BPM 10.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","BPM 10",660,679,675,653,674,671,666,672,664,668,669,686,665,665,675,667,666,661,663,667,667,669,673,663,664,667,673,672,669,667
"BPM 10.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","BPM 10",0.740677899917528,0.757452684848633,0.751199402498481,0.730625162734198,0.751317210026461,0.751998622031572,0.748719951543969,0.751349927815218,0.74421637820649,0.74917596712835,0.751287611815255,0.765959390938401,0.74561086844837,0.741541964071545,0.751924709915136,0.748761026145316,0.74400097254508,0.74202251400973,0.740602291710247,0.748937868663733,0.741929160380503,0.75239386532144,0.748837677125672,0.743421847733486,0.743376957757352,0.746946916136975,0.753011622981846,0.751560666292371,0.748792722656363,0.750380328423951
"BPM 11.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","BPM 11",700,704,651,680,656,681,694,705,675,678,630,674,696,696,668,702,653,645,689,647,688,631,696,669,678,694,676,699,714,685
"BPM 11.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","BPM 11",0.781488029124041,0.786683402112935,0.72832640059186,0.760336995137583,0.733803761702965,0.762856511240039,0.7808848370262,0.787086207138082,0.755543280476047,0.758166515067679,0.705528036877568,0.753055567162827,0.776641699747467,0.778979201413353,0.747775487177465,0.786519400753132,0.730579468648186,0.721470578304949,0.770078104094874,0.721704209805639,0.773470037312498,0.706376691011292,0.777216526611159,0.745525483637798,0.75739116901351,0.776245064026624,0.757444069107466,0.781646889294195,0.799755162401282,0.764633122448875
"BPM 12.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","BPM 12",557,558,522,545,517,531,548,567,537,537,503,538,555,557,544,552,515,528,547,515,553,514,555,528,538,552,542,564,569,544
"BPM 12.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","BPM 12",0.778789487284829,0.779854777740976,0.730347559689147,0.762230723177666,0.724016963581238,0.741546555502928,0.764219849836143,0.792512887400811,0.751152331942255,0.751517919409318,0.698808397359574,0.7523730701904,0.77601298062136,0.777221301728172,0.760809351879004,0.764345802804377,0.719197142605978,0.737796918640121,0.766449669008494,0.720215242867788,0.77199329053437,0.71709355085926,0.776804576596436,0.739663767359788,0.750737285435823,0.767079430789203,0.757860570291495,0.782695006508901,0.790917140355985,0.760502097144418
"BPM 13.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","BPM 13",644,653,656,651,647,653,654,655,647,645,660,650,651,646,654,657,649,655,648,651,647,646,647,647,649,653,649,653,658,654
"BPM 13.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","BPM 13",0.774306332093087,0.785889555517114,0.790058941704254,0.781903447715992,0.781404659339066,0.785042291177756,0.78409040438891,0.785858331242574,0.777314574994565,0.774433950746862,0.787795067695433,0.782618130297017,0.779367286028214,0.776887185294305,0.787676983762257,0.786593688528788,0.782050138141731,0.785866481289142,0.778079058446836,0.780877654087747,0.780272966247834,0.775580288664957,0.779710659187824,0.777338551530612,0.780378177849301,0.783112999910841,0.779661369869415,0.783471668200945,0.788921989518751,0.780997227753129
"BPM 14 Extra.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","BPM 14 Extra",562,533,523,542,558,537,543,534,552,568,551,579,553,532,565,529,557,523,523,543,539,560,568,521,539,535,556,529,562,575
"BPM 14 Extra.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","BPM 14 Extra",0.598490896856645,0.568079480047288,0.558362651783016,0.581326414625024,0.59379687434355,0.577109461016791,0.58164175770823,0.574542062460223,0.590127858613801,0.605485819422435,0.594697621081912,0.614593791025645,0.588047619563847,0.570679356110711,0.599080686657047,0.564562964340892,0.594213521415941,0.562477576514309,0.563567227620099,0.579639451376952,0.57406746670132,0.597753405410857,0.604149880745246,0.555405364277045,0.576678145017021,0.572477919475351,0.594980574457505,0.563714432855435,0.603002944424857,0.614649202011342
"BPM 15.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","BPM 15",574,572,580,575,573,572,577,575,573,578,568,572,575,578,574,582,575,570,579,573,577,576,575,576,568,573,576,577,571,580
"BPM 15.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","BPM 15",0.790826816709212,0.791025629473881,0.794225155922765,0.79357978505958,0.789233869129344,0.788724464504441,0.792410259956687,0.792410911707506,0.7909633039181,0.79173867296352,0.789252395218831,0.789821124846092,0.791037650835304,0.800014147174381,0.795022114148667,0.797058004388922,0.787561327616325,0.786376478623598,0.792723912885292,0.788607052757581,0.784385490609418,0.794275829407757,0.790990188947691,0.792632684238067,0.787035390261676,0.791340070267223,0.793076714757844,0.794534068259729,0.788318234960492,0.794959232102343
"BPM 16.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","BPM 16",597,600,591,597,602,598,592,597,599,591,604,595,591,596,598,590,595,590,590,595,589,595,594,590,602,595,591,600,599,596
"BPM 16.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","BPM 16",0.851451222393559,0.850782387923782,0.846694119184672,0.853584354386694,0.858928600415658,0.849689162763808,0.847519613015341,0.849949496080534,0.855629197345477,0.84682055149322,0.853782779492443,0.848375739233401,0.847194720795111,0.846536336295004,0.847967641396299,0.847312315902473,0.853293328839685,0.846654529241492,0.846319753313699,0.850580541716481,0.850407126101275,0.851956016101263,0.84915069511699,0.842181457320087,0.850643143965626,0.84546704336702,0.84822161896466,0.855367951117107,0.852070148729193,0.853914115734677
"BPM 17.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","BPM 17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPM 17.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","BPM 17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPM 18.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","BPM 18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPM 18.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","BPM 18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CarroBPM.NumberIn","OUTPUT VALUE","Number In","Entity","CarroBPM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CarroBPM.NumberOut","OUTPUT VALUE","Number Out","Entity","CarroBPM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CarrosBPMs.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","CarrosBPMs",8447,8418,8346,8447,8389,8315,8357,8409,8412,8320,8430,8402,8431,8431,8482,8326,8462,8447,8378,8311,8471,8344,8371,8261,8292,8427,8358,8413,8408,8468
"CarrosBPMs.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","CarrosBPMs",0.741340500787816,0.730226079043816,0.73640438484609,0.768080621722842,0.756593662424171,0.752778453424617,0.724107582260039,0.735745756020488,0.732296689109463,0.739732893575995,0.736608758126334,0.728513092555273,0.738057941850321,0.724052686367389,0.732709445793888,0.738197577780071,0.728830871854471,0.769569822788193,0.740993185911731,0.761843090721315,0.712897792303943,0.742435219954125,0.736663014249079,0.742741045140475,0.752445944127405,0.748405608079847,0.738580910209779,0.758988285245372,0.735709876215696,0.721006680509854
"Controle Dosagem 01.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Controle Dosagem 01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 01.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Controle Dosagem 01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 01_PassadordeOrdens.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Controle Dosagem 01_PassadordeOrdens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 01_PassadordeOrdens.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Controle Dosagem 01_PassadordeOrdens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 02.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Controle Dosagem 02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 02.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Controle Dosagem 02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 02_PassadordeOrdens.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Controle Dosagem 02_PassadordeOrdens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 02_PassadordeOrdens.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Controle Dosagem 02_PassadordeOrdens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 03.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Controle Dosagem 03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 03.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Controle Dosagem 03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 03_PassadordeOrdens.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Controle Dosagem 03_PassadordeOrdens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 03_PassadordeOrdens.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Controle Dosagem 03_PassadordeOrdens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 04.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Controle Dosagem 04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 04.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Controle Dosagem 04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 04_PassadordeOrdens.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Controle Dosagem 04_PassadordeOrdens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 04_PassadordeOrdens.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Controle Dosagem 04_PassadordeOrdens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 05.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Controle Dosagem 05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 05.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Controle Dosagem 05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 05_PassadordeOrdens.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Controle Dosagem 05_PassadordeOrdens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 05_PassadordeOrdens.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Controle Dosagem 05_PassadordeOrdens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 06.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Controle Dosagem 06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 06.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Controle Dosagem 06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 06_PassadordeOrdens.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Controle Dosagem 06_PassadordeOrdens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 06_PassadordeOrdens.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Controle Dosagem 06_PassadordeOrdens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 07.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Controle Dosagem 07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 07.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Controle Dosagem 07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 07_PassadordeOrdens.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Controle Dosagem 07_PassadordeOrdens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Controle Dosagem 07_PassadordeOrdens.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Controle Dosagem 07_PassadordeOrdens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dosagem 01.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Dosagem 01",1179,1826,1867,1902,1190,1818,1782,1824,1184,1168,1841,1200,1857,1867,1159,1844,1207,1888,1853,1855,1897,1199,1135,1826,1850,1862,1170,1848,1168,1177
"Dosagem 01.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Dosagem 01",0.149078723313261,0.205833312248033,0.211004255802206,0.212334673526076,0.151785855507592,0.207409407536196,0.203289406940051,0.206801366343425,0.151217660262812,0.149099697695288,0.209358862595619,0.15235002528202,0.210708408129769,0.209671154893777,0.146181725895704,0.20864683818514,0.153237633587363,0.210500357972819,0.209614429074296,0.210586595276508,0.212886020556903,0.150128622828301,0.144494467303988,0.20595086029449,0.209793774978047,0.211474414110512,0.148500102653563,0.208849877305121,0.149548395184241,0.149861747102918
"Dosagem 02.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Dosagem 02",1274,1302,1301,1269,1283,1294,1290,1297,1276,1283,1299,1306,1282,1281,1299,1293,1285,1283,1281,1288,1283,1285,1276,1280,1275,1284,1292,1290,1297,1291
"Dosagem 02.ScheduledUtilization","OUTPUT VALUE","Scheduled Utilization","Resource","Dosagem 02",0.192336664082677,0.19418070920045,0.194650583232564,0.192074534072907,0.193827629092053,0.195494668671544,0.193346344635683,0.194766663244855,0.191735947811942,0.192022911566173,0.194548540410268,0.195478935667582,0.193008126522402,0.192629293339831,0.194827102862899,0.194316068811507,0.194170114662111,0.192720331663227,0.192916424540701,0.19440357792096,0.192981864921686,0.193108406835831,0.193691873127562,0.19328295659389,0.192160093070768,0.193640437577676,0.194408743761952,0.193302515709636,0.194857856966097,0.193881733686573
"Dosagem 03.NumberSeized","OUTPUT VALUE","Total Number Seized","Resource","Dosagem 03",1134,1135,1134,1135,1138,1133,1132,1135,1135,1132,1135,1130,1128,1137,1135,1135,1133,1124,1132,1131,1128,1134,1132,1128,1133,1131,1130,1140,1133,1139
